,BC07_tumor,BC07,BC08_tumor,BC08,BC09_tumor,BC09,BC10_tumor,BC10
Gm10193,6,9,2,6,3,8,2,7
Tnfrsf11a,9,21,89,4,14,13,268,325
Zcchc2,563,747,657,472,875,1341,880,1637
Phlpp1,233,340,702,338,882,564,706,1262
Bcl2,978,972,412,56,371,199,198,280
Kdsr,808,734,588,622,1025,758,528,781
Vps4b,1415,1743,1403,1535,2348,1687,1542,1864
Serpinb5,0,0,7,0,1,0,0,0
Serpinb12,0,0,0,0,0,0,3,0
Serpinb13,0,0,0,0,0,0,0,0
Serpinb3a,0,0,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0,0,0
Serpinb11,0,0,0,0,0,0,0,0
Serpinb7,0,0,0,4,0,0,1,0
Serpinb2,1,0,89,1,5,15,2,14
Serpinb10,0,0,0,0,0,0,1,0
Serpinb8,3,10,35,62,24,7,5,7
Cdh7,0,0,0,0,0,0,0,0
Cdh19,0,1,18,178,676,24,0,0
Dsel,246,221,536,414,299,300,393,368
Cntnap5a,2,6,2,0,1,0,3,0
B020011L13Rik,1,1,0,0,0,0,0,0
Tsn,4166,6778,2423,3019,3712,3373,2744,4001
Nifk,3158,5015,1043,1764,2304,2561,1336,2223
Clasp1,2301,3616,1930,1949,1955,2023,1749,2256
Tfcp2l1,209,147,14,1,16,9,3,2
Gli2,16764,19689,405,380,2025,1792,627,570
Inhbb,1623,349,1715,47,977,393,339,71
Ralb,7397,7021,1358,663,1249,741,1206,1298
Tmem185b,8202,6079,478,441,658,468,435,512
Epb41l5,1480,1435,182,82,299,181,162,175
Ptpn4,6554,4440,362,800,914,1007,318,721
Tmem177,1921,1181,148,217,325,197,123,196
Cfap221,10,16,0,0,0,0,0,0
Sctr,17,4,0,0,0,0,0,1
Tmem37,93,58,132,6,70,13,75,84
Dbi,8605,4946,944,1176,2041,711,1226,1337
3110009E18Rik,461,283,21,55,50,52,34,61
Steap3,9992,4205,293,819,585,331,475,722
C1ql2,458,402,0,0,0,0,0,0
Marco,10,3,15,0,0,0,4,0
En1,0,0,32,59,23,6,165,125
Insig2,587,465,610,502,1137,575,510,534
Ccdc93,593,740,673,908,987,948,710,1197
Htr5b,0,2,0,3,0,0,1,1
Ddx18,2720,3373,1722,2396,2535,4591,2239,4801
Dpp10,0,0,0,0,0,0,0,0
Actr3,13997,10781,11105,6001,8987,8742,9012,12529
Slc35f5,1181,820,793,702,740,404,685,710
Gpr39,24,5,530,12,71,32,98,52
Lypd1,3,3,13,1,0,0,1,3
Nckap5,43,33,32,53,31,6,27,15
Mgat5,260,368,521,333,589,327,231,408
Tmem163,0,0,5,0,0,1,1,0
Acmsd,0,1,0,0,0,4,0,0
Ccnt2,759,830,592,684,730,630,460,680
Map3k19,7,5,12,2,0,6,8,2
Rab3gap1,937,924,961,943,1044,1532,833,1036
Zranb3,486,442,212,543,553,335,264,393
R3hdm1,2049,2486,1503,2250,2719,2306,1828,2961
Ubxn4,2028,2024,2068,1950,2519,1918,1861,2813
Lct,11,2,6,8,4,7,2,9
Mcm6,5012,5279,3447,6003,5972,6877,4116,7436
Dars1,2654,3256,2337,3230,3851,4233,2508,4142
Cxcr4,91,12,52,0,18,0,11,0
Thsd7b,0,1,1,0,0,0,5,1
Cd55b,0,1,1,0,0,0,1,0
Cd55,11,19,346,6,272,63,134,34
Zp3r,0,0,0,0,0,0,0,0
C4bp,0,0,5,0,0,0,0,0
Pfkfb2,315,299,435,435,343,265,307,529
Yod1,276,269,165,181,279,297,164,305
AA986860,13,8,15,10,37,24,16,15
Fcamr,0,0,0,0,0,0,0,0
Pigr,0,0,0,0,0,0,0,0
Fcmr,0,0,2,0,2,8,3,0
Il24,0,0,0,0,3,2,0,2
Il20,0,0,0,0,0,0,0,0
Il19,0,0,1,0,0,1,0,0
Il10,0,3,0,0,0,0,0,0
Mapkapk2,3469,3476,4102,1924,3311,3158,4361,5017
Dyrk3,116,165,83,78,239,215,107,214
Eif2d,877,775,766,1027,1228,1296,890,991
Rassf5,26,18,47,9,39,45,45,67
Ikbke,126,51,165,71,94,27,214,111
Srgap2,1032,1141,1152,1507,1903,1394,1138,1682
Fam72a,142,133,95,118,155,212,122,221
Avpr1b,0,0,0,0,0,0,0,0
Ctse,0,0,3,0,5,0,0,0
Rab7b,209,141,256,33,412,290,248,173
Slc26a9,0,0,0,0,2,0,0,0
Pm20d1,0,18,0,1,0,0,0,0
Slc41a1,949,902,1070,744,1293,757,944,1018
Rab29,245,155,253,129,168,115,188,120
Nucks1,4837,6466,3672,6111,5030,6959,3561,6504
Slc45a3,19,69,73,48,43,31,31,23
Elk4,264,211,175,197,230,259,168,315
Mfsd4a,944,673,724,824,870,717,662,890
Cdk18,333,281,176,134,202,126,319,172
Gm29695,6,4,0,5,1,0,1,0
Lemd1,1,4,0,2,0,0,0,0
Gm7241,0,0,2,0,0,1,2,14
Klhdc8a,28,14,154,54,20,79,40,241
Nuak2,164,73,569,39,126,28,221,289
Tmcc2,326,239,758,496,698,373,580,628
Dstyk,421,406,588,586,636,421,445,421
Rbbp5,854,1010,611,895,1423,1140,765,1247
Tmem81,0,0,0,0,0,0,0,0
Cntn2,0,2,56,0,3,0,6,1
Nfasc,9,9,154,14,347,15,24,0
Lrrn2,16,5,27,7,15,0,2,0
Mdm4,1303,1616,1433,1939,1999,1397,989,1289
Pik3c2b,161,117,201,115,202,88,123,133
Ppp1r15b,2513,2986,2697,2721,4359,3302,2711,3502
Plekha6,492,174,48,45,157,91,59,43
Golt1a,0,0,0,0,0,0,0,0
Kiss1,1,1,0,0,0,0,0,0
Ren1,2,2,0,0,1,0,0,0
Etnk2,4,10,2,3,12,0,3,0
Sox13,116,127,188,122,187,32,83,23
Snrpe,1286,1265,904,1072,1918,1831,1031,1574
Zc3h11a,118,108,129,132,159,103,103,137
Zbed6,985,1169,1647,1466,1400,1075,917,1290
Lax1,8,0,4,1,0,3,1,0
Atp2b4,1447,1634,989,456,313,40,258,42
Optc,7,5,43,3,14,5,15,14
Prelp,1474,724,4458,451,655,38,194,13
Fmod,1775,1040,453,1897,18,3,90,59
Btg2,392,397,1007,556,929,248,391,146
Gm8618,3,1,0,1,0,6,1,4
Chit1,4,11,1,2,6,0,0,1
Chi3l1,59,10,1,0,0,0,1,0
Mybph,0,1,35,0,0,0,0,0
Adora1,67,36,0,1,4,4,2,0
Myog,0,0,43,0,0,0,0,0
Ppfia4,106,59,16,9,10,5,7,9
Tmem183a,1521,1594,1490,1186,1775,2098,1838,2869
Mgat4f,0,0,1,0,0,0,0,0
Cyb5r1,941,919,1538,953,3384,1532,1410,1072
Adipor1,2726,2826,3508,2970,2826,2874,2567,3717
Klhl12,421,530,412,501,701,663,461,592
Rabif,489,547,718,558,490,591,576,747
Mgat4e,0,4,1,2,5,2,4,3
Kdm5b,851,1046,1170,1007,1424,869,1296,664
Syt2,13,17,0,1,2,1,1,0
Ppp1r12b,595,424,1852,736,761,687,591,791
Ube2t,411,540,198,203,414,338,189,273
Lgr6,1523,4612,427,19,291,286,6,3
Ptprv,445,277,4,9,7,3,3,7
Ptpn7,19,23,18,0,0,7,11,2
Arl8a,766,620,1723,581,985,776,1010,910
Gpr37l1,20,4,5,10,41,0,0,0
Elf3,109,48,6,1,14,2,1,2
Rnpep,718,622,1639,1030,951,891,1102,1359
Timm17a,1215,1470,1728,1113,1314,1759,1354,1799
Lmod1,166,45,3306,238,368,16,607,130
Shisa4,58,30,451,117,166,72,227,193
Ipo9,3230,4215,4287,5025,4334,4670,4359,6726
Nav1,719,567,2318,690,1817,1055,1083,1374
Csrp1,7799,5594,17756,3458,7777,2312,7677,5118
Phlda3,417,408,2503,547,904,209,796,469
Tnni1,2,8,38,14,26,2,0,1
Lad1,8,3,53,8,84,21,1,8
Tnnt2,21,50,68,41,111,20,2,18
Pkp1,631,325,29,5,34,9,0,2
Igfn1,0,0,1,151,0,0,0,0
Tmem9,774,709,624,883,1322,460,709,660
Ascl5,0,1,0,9,1,0,0,0
Cacna1s,82,116,11,0,9,2,1,0
Kif21b,377,727,335,466,1189,100,1203,316
Mroh3,0,5,3,0,4,0,0,3
Inava,173,102,215,52,239,60,489,352
Gpr25,1,0,0,0,3,0,0,0
Camsap2,1232,1406,1603,1471,1382,1821,1279,2036
Ddx59,121,172,121,187,219,207,165,240
Kif14,714,948,722,1023,785,938,747,1092
Zfp281,912,895,1310,908,1546,2132,913,1115
Gm41958,6,6,2,0,3,5,4,10
Nr5a2,85,55,24,1,4,0,0,0
Ptprc,25,0,35,1,3,0,18,4
Atp6v1g3,0,0,0,0,0,0,0,0
Nek7,1714,1816,2006,1705,2200,2184,1595,2520
Lhx9,0,22,4,13,0,1,7,13
2310009B15Rik,131,110,49,107,129,101,117,144
Dennd1b,165,247,106,127,119,200,96,171
Crb1,1,0,0,1,0,0,0,0
Zbtb41,916,1316,1168,1334,1117,1499,812,1676
Aspm,1303,1690,1164,1774,1433,1854,1063,1947
F13b,0,0,0,0,0,0,0,0
Cfhr1,0,0,0,0,0,0,0,0
Cfhr3,0,0,0,0,0,0,0,0
Cfhr4,0,0,0,0,0,0,0,0
Cfhr2,0,0,1,0,1,1,0,0
Cfh,36,6,353,26,810,197,75,24
Kcnt2,16,13,13,54,115,19,21,6
Cdc73,1192,1621,1103,1466,1631,2005,1094,1943
B3galt2,0,3,0,0,3,1,1,0
Glrx2,400,453,345,479,512,457,356,484
Ro60,1054,1364,1536,2610,1476,2159,1231,1822
Uchl5,1119,1220,715,883,1452,1534,1037,1926
Rgs2,77,94,123,222,538,266,118,98
Rgs13,0,0,0,0,10,0,0,0
Rgs1,5,0,27,0,7,0,17,2
Rgs21,0,0,0,0,0,0,0,0
Rgs18,0,0,0,0,0,0,0,1
Gm53480,0,1,6,0,0,5,11,0
Brinp3,6,1,19,4,27,0,558,219
Pla2g4a,298,206,3487,674,1837,1560,2369,2647
Ptgs2,493,105,24295,597,3951,3044,5906,7504
Rbm3-ps,1394,1053,1155,1445,1193,1253,1324,1881
Pdc,0,0,9,0,0,0,0,0
Odr4,542,464,547,798,922,527,649,648
Tpr,4287,5137,5240,5175,4762,7822,4830,8847
Prg4,10,24,34,173,97,84,14,8
Hmcn1,211,70,258,472,234,18,66,44
Gm47985,0,1,3,0,0,0,1,1
Gm8947,0,0,1,0,0,0,1,0
Gm47995,0,0,2,0,1,0,1,1
3110040M04Rik,0,0,3,0,0,1,1,1
Gm47996,0,0,2,0,0,1,0,1
Ivns1abp,3115,3713,4311,3833,5207,4504,3914,6301
Swt1,292,273,261,221,324,354,220,298
Trmt1l,610,545,605,691,611,565,456,743
Rnf2,729,992,884,945,1361,1158,796,1165
Niban1,379,275,4064,534,2311,599,1089,385
Edem3,976,1074,1938,1241,1274,1478,1097,1287
1700025G04Rik,904,965,424,505,885,248,529,669
Tsen15,385,466,320,412,899,940,309,540
Colgalt2,8,2,6,17,31,2,0,0
Rgl1,789,719,1179,441,837,281,1215,1402
Apobec4,0,0,0,0,0,0,0,0
Arpc5,2420,2383,5558,2113,2711,3067,3358,4753
Ncf2,22,6,64,2,11,4,28,9
Smg7,1632,1787,1434,1797,1839,2117,1341,2539
Nmnat2,14,6,70,46,54,62,54,77
Lamc2,114,56,474,57,378,679,238,344
Lamc1,5710,6227,12207,4364,7750,10995,8081,9955
Shcbp1l,5,17,1,13,62,14,2,15
Dhx9,6810,8685,5753,7285,5113,9387,5857,10968
Npl,105,100,29,14,45,19,31,13
Rgs8,266,191,5,5,9,0,4,1
Rgs16,524,394,2096,152,934,399,500,550
Rnasel,42,18,71,22,286,5,49,19
Rgsl1,3,6,0,1,0,0,1,0
Teddm2,0,1,0,0,1,0,2,0
Teddm1b,0,0,0,0,0,0,0,2
Teddm1a,0,0,0,0,0,0,0,0
Glul,2370,2281,1809,2616,2364,1017,1699,2037
Zfp648,0,0,0,0,0,0,0,0
Cacna1e,0,0,1,9,0,0,0,0
Ier5,1707,1926,1818,1132,1795,1978,1745,2071
Mr1,371,358,253,138,414,54,306,96
Stx6,1167,955,913,659,1021,613,832,806
BC034090,417,102,561,28,354,90,518,464
Xpr1,837,1254,1482,1040,1269,1111,753,984
Acbd6,876,925,785,1105,1656,1229,864,1077
Lhx4,0,3,3,0,0,4,1,0
Qsox1,837,706,7712,1225,6283,3142,3168,1855
Cep350,674,816,1189,1096,955,1122,836,998
Tor1aip1,1228,1065,1572,1326,919,1415,1169,1527
Tor1aip2,2834,2978,3657,2606,3663,4123,3384,3747
Fam163a,0,3,0,2,4,0,0,0
Tdrd5,0,1,0,0,0,3,2,0
Nphs2,1,0,0,0,0,0,0,0
Axdnd1,5,1,4,5,8,3,6,8
Soat1,1082,1294,2389,1076,2447,2284,2073,3562
Abl2,1416,1813,1453,1321,2298,2887,1373,3315
Tor3a,595,242,251,213,585,162,355,221
Fam20b,1297,1478,1577,1674,1502,1261,1251,1756
Ralgps2,789,1341,147,204,545,353,249,423
Angptl1,20,8,42,27,14,0,1,1
Tex35,0,0,0,0,0,0,0,0
Rasal2,321,397,515,505,404,267,401,529
Cryzl2,170,70,67,42,52,8,25,2
Sec16b,151,66,381,608,373,48,493,255
Brinp2,4,2,1,0,9,0,0,0
Astn1,209,219,2,0,1,0,0,0
Pappa2,139,105,3,7,12,1,5,1
Cop1,1561,1821,1731,1803,2309,1810,1861,2610
Tnr,0,6,9,3,20,31,13,1
Gm31493,0,0,12,1,2,8,0,0
4930523C07Rik,77,25,483,133,644,839,103,120
Tnn,196,521,951,14453,14,2,41,16
Mrps14,1066,1060,570,990,1142,1038,663,876
Cacybp,3395,4045,2291,3532,4646,4140,3037,6737
Rabgap1l,361,392,315,574,509,269,283,475
Gpr52,13,3,1,2,2,4,6,10
Rc3h1,1193,1230,1021,1199,1166,1389,827,1356
Serpinc1,0,0,0,0,2,1,0,4
Zbtb37,320,403,405,474,407,386,330,474
Dars2,661,747,447,1076,1300,950,524,781
Cenpl,285,302,200,303,344,322,250,356
Klhl20,505,467,667,552,798,757,567,799
Ankrd45,9,10,0,4,8,3,2,6
Tex50,0,0,0,0,0,1,0,0
Prdx6,5201,6417,3377,3728,5814,6147,4920,8292
Tnfsf4,3,5,1,0,0,0,3,0
Tnfsf18,1,6,3,0,10,1,0,0
Fasl,2,0,0,0,0,0,2,0
Suco,638,668,1556,669,952,828,948,975
4930558K02Rik,0,0,0,0,0,0,0,0
Pigc,362,284,373,409,440,205,280,316
Dnm3,10,6,66,78,79,12,81,104
Mettl13,1358,1368,741,1417,1372,1567,918,1659
Vamp4,314,391,394,541,834,389,422,541
Myoc,2,0,2,8,1,0,4,0
Myocos,2,0,0,0,0,0,0,0
Prrc2c,5453,7430,6273,8342,7083,10287,5139,9375
Fmo4,0,0,6,17,0,1,0,1
Fmo1,100,47,113,784,14,3,17,7
Fmo2,15,0,260,46,33,0,33,1
Fmo6,0,0,0,0,0,0,1,0
Fmo3,0,0,2,1,0,0,0,0
Mroh9,0,2,0,3,0,0,3,0
Prrx1,709,400,6787,16093,5882,5688,3675,2111
Gorab,325,259,374,576,425,269,315,412
Ntmt2,0,0,0,0,0,0,0,0
Kifap3,622,736,868,1317,840,851,635,801
Scyl3,456,425,454,728,725,543,392,529
Firrm,617,648,353,659,607,763,424,809
Mettl18,112,70,71,97,169,123,73,114
Sele,1,0,17,0,3,3,5,3
Sell,0,8,0,1,3,0,0,2
Selp,5,9,202,0,16,7,0,4
F5,93,46,6,1,2,1,2,2
Slc19a2,301,368,499,350,384,650,342,695
Ccdc181,158,148,110,199,269,157,96,134
Blzf1,514,511,448,511,477,359,364,413
Nme7,356,402,235,527,472,350,280,399
Atp1b1,473,1364,525,936,86,337,82,726
Dpt,16,4,9,57,58,19,45,63
Xcl1,0,0,0,0,0,0,0,0
Tbx19,3,1,0,0,0,0,0,0
Sft2d2,710,617,562,547,1774,808,489,500
Tiprl,948,1065,702,888,1243,1212,959,1275
Gpr161,320,280,540,497,478,385,642,706
Dcaf6,498,551,554,581,877,451,514,552
Mpc2,417,327,398,472,435,421,319,373
Adcy10,5,5,2,6,0,0,5,2
Mpzl1,1184,1230,1392,1058,3317,1346,1485,1315
Rcsd1,14,10,30,3,27,4,9,3
Creg1,342,312,661,432,1895,790,560,677
Cd247,2,3,4,0,1,1,1,1
Pou2f1,517,796,269,460,519,646,261,730
Styxl2,47,53,12,0,0,3,8,3
Gpa33,1,1,12,1,32,0,0,0
Mael,0,0,0,0,0,0,0,0
Ildr2,588,1814,710,414,55,49,133,131
Tada1,552,607,445,795,744,554,295,477
Pogk,487,505,593,791,1141,342,618,688
Gm4846,0,0,0,0,0,0,0,0
Gm4847,0,0,0,0,0,0,0,0
Fmo9,0,0,0,0,0,0,0,0
Fam78b,3,0,77,29,51,3,15,6
Uck2,4995,6366,2833,5048,7118,6951,6207,7480
Tmco1,1085,1228,1453,1280,1928,1455,1164,1249
Aldh9a1,1688,1876,781,1256,2172,1357,1311,1973
Mgst3,190,212,92,205,86,57,67,130
Lrrc52,0,0,0,0,0,0,1,3
Rxrg,0,3,0,3,5,0,0,0
Lmx1a,146,186,0,7,5,11,0,2
Pbx1,1622,2095,4292,5594,6549,6418,3559,4120
Nuf2,996,1294,880,1451,1112,1312,1025,1630
Rgs5,4,1,192,58,18,4,60,3
Rgs4,116,68,517,468,100,145,129,119
Ccdc190,0,1,1,4,0,0,1,0
Hsd17b7,515,711,1083,607,463,609,1054,1353
Ddr2,4104,4332,5126,5686,5762,4256,5402,6051
Uap1,823,887,989,1007,956,932,1109,1326
Uhmk1,1950,2765,2823,1927,2368,3207,1917,3209
Sh2d1b2,0,0,0,0,0,0,0,0
Sh2d1b1,1,0,1,0,3,19,1,19
Gm7694,34,31,58,3,27,14,12,18
Spata46,4,0,0,0,0,0,0,0
Nos1ap,16,29,33,7,23,14,7,15
Olfml2b,599,279,2133,198,441,116,1901,1871
Atf6,1306,1418,1847,968,3251,1799,1422,1806
Gm29733,3,0,0,0,0,0,0,0
Dusp12,201,196,231,176,247,313,237,342
Fcrlb,0,0,5,4,4,2,2,6
Fcrla,0,0,0,0,0,0,0,0
Gm39701,22,8,22,5,2,1,39,8
Fcgr2b,51,3,114,0,61,0,104,1
Fcgr4,7,3,17,0,2,0,4,0
Fcgr3,40,19,125,2,22,11,79,1
Cfap126,19,34,12,43,29,8,17,9
Sdhc,2540,2799,1712,2782,2946,2197,1935,2231
Mpz,10,62,0,28,13,1,3,3
Pcp4l1,1074,2081,42,883,155,69,2,12
Nr1i3,2,0,0,0,2,1,0,0
Tomm40l,741,683,585,659,815,419,448,436
Apoa2,5,17,6,22,19,8,12,20
Fcer1g,34,3,74,1,28,3,50,6
Ndufs2,4403,5038,3349,4982,5860,4175,3835,5015
Adamts4,672,656,1186,1182,1121,156,1151,395
B4galt3,681,716,477,527,759,592,522,573
Ppox,299,256,318,516,566,283,322,336
Usp21,668,713,489,1018,888,711,637,843
Ufc1,926,804,911,879,825,1078,854,1109
Dedd,306,375,315,288,340,267,348,333
Nit1,236,204,269,279,362,239,219,214
Pfdn2,1102,1196,691,978,1413,1482,782,1153
Klhdc9,4,0,4,5,2,0,1,1
Nectin4,83,77,14,1,47,7,8,2
Arhgap30,547,565,27,4,5,4,21,0
Usf1,1074,1047,562,800,1077,876,732,1019
Tstd1,24,18,3,12,11,8,12,17
F11r,843,830,344,34,688,687,152,130
Alyref2,50,31,38,57,54,13,48,39
Itln1,0,2,0,1,0,0,0,0
Cd244a,2,2,2,0,0,0,1,1
Ly9,126,162,12,0,2,2,104,231
Slamf7,6,1,4,0,1,0,8,3
Cd48,2,0,9,0,0,0,7,0
Tma7-ps,197,201,135,164,192,216,225,180
Slamf1,0,0,1,0,0,0,2,0
Cd84,13,2,45,0,9,0,54,2
Slamf6,2,0,6,0,0,0,0,0
Vangl2,1252,1717,376,422,617,203,473,396
Nhlh1,0,0,0,0,2,1,0,0
Ncstn,1931,2098,3663,1815,2337,2063,2546,2511
Copa,6949,7628,9200,9615,9595,7292,10459,9654
Pex19,1504,1334,1327,1476,1359,982,1484,1211
Dcaf8,2474,2511,1813,2598,3019,1850,1894,2384
Pea15a,1719,1852,5120,571,1407,1264,2413,2779
Casq1,26,20,25,8,0,0,2,6
Atp1a4,0,2,0,0,3,0,0,0
Atp1a2,115,6,8,25,240,10,2,0
Igsf8,1947,1555,2823,1812,2507,1335,2024,1856
Kcnj9,1,6,7,1,1,0,4,3
Kcnj10,381,282,0,0,83,17,0,4
Pigm,1046,1115,708,841,988,1187,686,1166
Slamf9,11,6,20,0,23,0,10,0
Igsf9,480,613,81,159,245,81,199,266
Tagln2,7878,8197,12408,4787,7168,7672,10106,10780
Cfap45,31,12,10,11,28,13,46,32
Vsig8,1,1,2,0,0,0,5,0
Slamf8,35,2,2,0,1,0,8,0
Fcrl6,22,17,0,0,0,0,0,0
Dusp23,106,115,85,80,112,20,123,83
Crp,0,0,0,0,0,0,0,0
Apcs,0,0,0,0,0,0,0,0
Or10j5,0,0,0,0,0,0,1,0
Or10j27,0,0,0,0,0,0,0,0
Or10j7,0,0,0,0,0,0,0,0
Or10j3,0,0,0,0,0,0,0,0
Or10j3b,0,0,0,0,0,0,0,0
Fcer1a,0,0,0,0,0,0,0,0
Or10j2,0,0,0,0,0,0,0,0
Mptx2,0,0,0,0,0,0,0,0
Ackr1,0,0,3,0,5,0,5,0
Cadm3,4,0,69,11,40,5,70,20
Aim2,43,14,14,0,37,4,103,39
Ifi206,7,0,0,0,0,0,0,0
Ifi214,0,0,0,0,0,1,0,0
Ifi213,11,1,0,0,0,0,1,0
Ifi209,9,0,1,0,0,1,3,3
Ifi208,0,0,0,0,0,0,0,0
Ifi207,11,3,24,0,8,0,34,19
Ifi204,63,3,92,39,210,172,161,214
Mndal,52,3,49,51,60,46,138,82
Ifi211,135,32,275,93,496,246,542,646
Ifi203,42,1,40,0,153,35,88,31
Ifi202b,7,0,7,0,26,0,0,0
Ifi205,29,12,76,26,125,51,109,132
Or10aa1,0,0,0,0,0,0,0,0
Or10aa3,0,1,0,0,0,0,0,0
Or6n2,0,0,0,0,0,0,0,0
Or6n1,0,0,0,0,0,0,0,0
Or6k14,0,0,0,0,0,0,0,0
Or6k6,0,0,0,0,0,0,0,0
Or6k4,0,0,0,0,0,0,0,0
Or6k2,0,0,0,0,0,0,0,0
Spta1,0,0,2,0,0,0,12,84
Or10z1,0,0,0,0,0,0,0,0
Mptx1,0,0,0,0,0,0,0,0
Or10x1,0,0,0,0,0,0,0,0
Or10x4,0,0,0,0,0,0,0,0
Or6p1,0,0,0,0,0,0,0,0
Or6y1,0,0,0,0,0,0,0,0
Fmn2,1,1,31,7,10,9,1,4
Grem2,98,3,2132,64,262,80,134,50
Rgs7,0,0,10,0,6,2,1,0
Fh1,2143,2434,1892,2854,3180,2603,1721,2251
Kmo,0,1,0,0,0,0,0,0
Opn3,5,1,61,8,41,65,22,23
Chml,271,263,445,374,511,402,368,560
Wdr64,1,0,0,0,0,0,0,2
Exo1,991,1306,612,959,956,1353,646,1362
Becn2,0,1,0,3,1,1,1,0
Pld5,0,1,2,5,0,0,0,0
Cep170,1271,1406,2140,2196,2011,1964,1959,2747
Sdccag8,196,155,176,290,320,207,170,215
Akt3,1265,1273,1194,1108,2014,901,1034,1346
Zbtb18,531,445,673,276,1306,483,619,553
Spmip3,0,2,0,1,1,2,0,6
Adss2,1846,2431,1798,2106,2376,3279,1977,4015
Catspere1,0,0,0,0,0,0,0,0
Catspere2,96,62,33,63,89,22,48,72
Desi2,1079,1169,1637,1685,3330,4875,1663,2645
Cox20,17,15,17,11,17,5,14,28
Hnrnpu,16185,20035,12351,18111,16052,27591,13975,26203
Efcab2,25,44,41,33,60,56,50,49
Kif26b,210,152,1234,335,856,204,3120,1605
Smyd3,400,404,250,384,508,503,503,370
Tfb2m,693,1012,609,803,801,1126,624,1111
Cnst,271,287,669,440,699,411,398,547
Sccpdh,185,212,482,386,311,228,489,447
Kif28,0,2,0,1,0,0,3,0
Ahctf1,2918,3658,2805,2425,3254,5084,2774,4966
Cdc42bpa,1115,1278,3423,1713,2137,1979,2155,2728
Coq8a,336,268,29,254,330,76,10,42
Psen2,141,139,229,148,432,125,208,155
Itpkb,1223,1440,545,939,1407,207,483,355
Stum,5,5,0,0,16,2,1,0
Parp1,4760,6475,2716,4926,5436,5905,3812,7138
Lin9,542,592,475,470,500,681,494,803
Mixl1,0,2,0,1,1,2,1,3
Acbd3,924,1130,1617,1272,1630,1031,1519,1307
H3f3a,10502,9494,5439,10832,10802,6855,5986,8443
Sde2,946,1087,768,1255,1582,1232,931,1383
Lefty2,0,0,0,0,1,0,0,0
Pycr2,1454,1482,1133,1233,1654,1887,1161,2110
Lefty1,3,0,39,1,31,3,45,17
Tmem63a,486,368,1957,824,821,281,957,885
Ephx1,477,349,721,221,366,142,450,324
Degs1l,0,0,1,0,0,0,0,0
Nvl,1954,2200,1435,2087,2401,2975,1604,2938
Cnih4,881,960,1246,1045,1911,2009,1101,1596
Wdr26,3754,4021,3671,3709,5203,5382,3505,4384
Gm50602,1,5,2,7,2,5,2,2
Gm38664,4,4,2,2,1,1,2,5
Cnih3,0,0,0,1,0,0,0,0
Ccdc121rt1,0,0,0,0,0,0,0,0
Dnah14,10,8,0,4,18,3,1,12
Lbr,2752,3499,1892,2406,3085,3612,2529,4339
Enah,1077,1672,3669,4845,3180,2649,4234,4916
Srp9,1212,1363,1405,1272,1713,1675,1505,1701
Vmn1r1,0,0,1,0,0,0,0,0
Gm33887,135,150,182,316,310,128,149,300
Degs1,1494,1602,3863,1503,2022,3525,2521,3921
Fbxo28,839,888,833,765,1007,1203,875,1109
Trp53bp2,691,726,734,697,918,885,621,819
Capn2,974,977,8288,1737,2555,4423,3965,5652
Capn8,0,7,2,0,3,0,0,0
Ccdc185,0,0,0,0,0,0,0,0
Susd4,20,27,4,17,33,18,0,2
Tlr5,56,52,31,13,23,5,48,18
Disp1,416,442,940,721,551,356,579,816
Fam177b,1,1,0,0,0,0,0,0
Brox,977,858,1365,1133,1500,1163,1139,1361
Aida,852,816,1690,1224,1110,1371,1488,1881
Mia3,1961,2290,3822,2507,2796,2637,2912,2728
Taf1a,392,380,272,373,348,377,250,581
Hhipl2,4,6,3,2,1,9,2,12
1700056E22Rik,2,0,9,14,4,4,8,2
Dusp10,90,57,374,266,107,109,172,223
Hlx,364,495,148,199,59,68,146,236
Mtarc1,1,0,1,1,0,0,9,7
Mtarc2,1090,763,828,879,988,724,813,830
C130074G19Rik,1298,557,157,13,115,54,21,10
Mark1,397,236,1334,644,1584,782,893,551
Rab3gap2,1185,1403,1679,1578,1998,2813,1651,2362
Iars2,2021,2334,2061,2309,3197,3159,2150,3748
Bpnt1,1182,1371,1178,1158,1411,1717,871,1663
Eprs1,7481,9242,5643,8814,14584,10794,7834,10775
Slc30a10,5,0,0,0,0,0,0,3
Lyplal1,132,149,121,261,341,125,135,167
Tgfb2,494,489,1917,545,1269,297,366,435
Rrp15,1002,1009,667,883,768,1126,677,1247
D1Pas1,0,0,0,0,0,0,0,0
Spata17,1,0,0,1,1,1,2,3
Gpatch2,363,500,376,429,565,410,338,417
Esrrg,0,2,6,1,5,1,0,0
Gm53517,0,0,0,0,0,0,0,0
Ush2a,0,3,0,2,0,0,0,0
Kctd3,857,992,1020,1028,1418,1117,912,1151
Kcnk2,51,32,45,42,20,14,71,117
Cenpf,1602,2227,1330,2408,1545,2241,1503,2719
Ptpn14,2453,2660,1901,2190,2747,1874,1502,2969
Smyd2,2060,2105,1403,1866,2389,2036,1519,2449
Prox1,12,2,142,26,23,7,9,0
Rps6kc1,431,478,587,612,802,523,587,578
Angel2,1099,1061,935,1266,1280,1034,981,1322
